entityID,date,country,industry,assets,liabilities,sales,income,int_expense,inventory,cost_of_goods_sold,operating_expense,capex,liab_asset_ratio
entityID,date,country,industry,assets,liabilities,sales,income,int_expense,inventory,cost_of_goods_sold,operating_expense,capex,liab_asset_ratio
