ID,Date,Country,Industry,Assets,Liabilities,Sales,Net Income,Interest Expense,Inventory,COGS,Operating Expense,CAPEX
entityID,date,country,industry,assets,liabilities,sales,income,int_expense,inventory,cost_of_goods_sold,operating_expense,capex
